年齢,性別,身長,体重
43,男性,171.5,64.70695
37,女性,158.5,55.26895
76,女性,158.0,54.9208
35,男性,171.2,64.480768
52,女性,158.1,54.99034199999999
62,女性,154.5,52.51455
28,女性,155.6,53.26499199999999
76,女性,157.3,54.43523800000001
77,男性,171.1,64.405462
44,女性,156.4,53.81411200000001
50,女性,160.7,56.81387799999999
70,男性,174.4,66.913792
44,女性,158.0,54.9208
32,女性,156.8,54.089728000000015
55,男性,168.5,62.46295
80,男性,170.8,64.17980800000001
60,女性,154.4,52.446592
69,女性,156.7,54.020757999999994
57,男性,167.0,61.3558
23,女性,160.6,56.74319199999999
19,女性,157.3,54.43523800000001
71,女性,155.6,53.26499199999999
71,女性,158.2,55.05992799999999
62,男性,174.5,66.99055
64,男性,170.3,63.80459800000001
50,男性,165.4,60.185752
72,女性,155.2,52.99148799999999
54,女性,157.2,54.366048
45,女性,157.1,54.296902
35,男性,171.1,64.405462
45,男性,167.8,61.94504800000001
34,男性,174.2,66.760408
69,女性,157.6,54.643072
67,男性,166.7,61.135557999999996
35,男性,168.6,62.537112
64,男性,172.2,65.236248
53,男性,170.9,64.25498200000001
48,男性,169.2,62.983008
37,女性,160.5,56.67255
72,女性,159.1,55.688182
56,男性,172.3,65.31203800000002
62,男性,169.8,63.43048800000001
42,男性,165.9,60.55018200000001
50,男性,167.0,61.3558
31,男性,170.5,63.95455
25,男性,171.5,64.70695
33,男性,166.1,60.696262
73,男性,169.4,63.131992000000004
56,女性,157.4,54.50447200000001
41,男性,166.9,61.28234200000001
58,男性,171.7,64.857958
43,男性,166.1,60.696262
65,男性,171.8,64.93352800000001
38,男性,174.2,66.760408
33,女性,154.6,52.582552
48,女性,157.5,54.57375
36,男性,166.1,60.696262
39,女性,156.0,53.5392
64,女性,156.8,54.089728000000015
50,女性,159.9,56.24962200000001
29,女性,156.1,53.607862
30,男性,167.7,61.87123799999999
44,女性,156.8,54.089728000000015
31,女性,156.8,54.089728000000015
26,男性,165.0,59.895
53,男性,165.5,60.25855
23,女性,155.8,53.40200800000001
38,男性,172.5,65.46375
22,女性,155.3,53.05979800000001
67,女性,159.1,55.688182
21,女性,157.8,54.78184800000001
54,女性,155.6,53.26499199999999
51,女性,155.5,53.19655
74,男性,170.0,63.58
77,男性,172.8,65.69164800000001
74,女性,154.0,52.1752
44,女性,156.4,53.81411200000001
44,男性,174.9,67.298022
25,女性,160.5,56.67255
49,女性,156.8,54.089728000000015
76,男性,165.2,60.04028799999999
42,男性,171.8,64.93352800000001
62,男性,165.2,60.04028799999999
18,男性,169.7,63.355798
61,女性,157.9,54.851302000000004
18,男性,166.7,61.135557999999996
38,女性,155.7,53.33347799999999
58,女性,157.7,54.71243799999999
55,女性,154.2,52.31080799999999
37,男性,174.7,67.144198
35,男性,174.3,66.83707800000002
44,男性,174.6,67.06735199999999
48,女性,157.3,54.43523800000001
23,男性,170.6,64.029592
34,女性,158.6,55.338712
65,女性,159.4,55.898392
40,男性,174.1,66.683782
68,男性,165.8,60.477208000000005
65,女性,157.8,54.78184800000001
61,男性,168.4,62.38883200000001
53,男性,172.4,65.38787200000002
27,男性,165.4,60.185752
80,女性,158.3,55.12955800000001
77,男性,174.0,66.6072
80,男性,171.6,64.782432
68,男性,168.3,62.314758000000005
62,女性,154.9,52.78682200000001
41,男性,168.6,62.537112
60,女性,160.3,56.53139800000001
80,女性,160.4,56.601952000000004
46,男性,173.0,65.8438
54,男性,166.9,61.28234200000001
65,男性,167.3,61.57643800000001
67,女性,156.4,53.81411200000001
47,男性,168.7,62.61131799999999
69,男性,171.1,64.405462
75,男性,170.6,64.029592
80,女性,155.0,52.855
76,男性,174.0,66.6072
52,男性,175.0,67.375
23,女性,157.2,54.366048
55,女性,160.6,56.74319199999999
50,女性,159.6,56.038752
78,男性,170.6,64.029592
71,女性,157.2,54.366048
27,男性,170.5,63.95455
61,女性,157.0,54.2278
42,女性,156.2,53.676567999999996
18,女性,156.9,54.158742000000004
69,男性,173.6,66.301312
71,男性,171.7,64.857958
19,男性,167.9,62.018902000000004
33,女性,159.6,56.038752
75,男性,168.4,62.38883200000001
63,女性,156.2,53.676567999999996
54,女性,159.4,55.898392
77,女性,159.4,55.898392
54,女性,156.6,53.951831999999996
57,男性,166.4,60.91571200000001
67,女性,155.6,53.26499199999999
51,男性,165.3,60.11299800000001
67,女性,154.2,52.31080799999999
34,男性,166.2,60.76936799999999
75,男性,167.0,61.3558
49,男性,168.5,62.46295
49,女性,158.1,54.99034199999999
59,女性,156.3,53.745318000000005
52,男性,166.9,61.28234200000001
59,女性,154.1,52.242982
28,男性,166.3,60.842518000000005
33,男性,174.8,67.22108800000001
47,女性,156.4,53.81411200000001
61,女性,154.2,52.31080799999999
33,男性,174.7,67.144198
70,男性,165.8,60.477208000000005
30,男性,167.4,61.65007200000001
26,女性,161.0,57.0262
65,男性,170.1,63.654821999999996
60,女性,157.4,54.50447200000001
79,男性,166.6,61.062231999999995
22,男性,174.6,67.06735199999999
52,男性,169.0,62.8342
53,男性,166.2,60.76936799999999
27,男性,169.1,62.908581999999996
61,女性,159.3,55.82827800000001
70,女性,155.8,53.40200800000001
56,男性,167.2,61.502848
27,男性,169.1,62.908581999999996
72,男性,166.6,61.062231999999995
55,女性,156.5,53.88295
35,女性,160.2,56.46088799999999
62,女性,158.0,54.9208
46,男性,173.1,65.91994199999999
51,女性,155.3,53.05979800000001
30,女性,155.9,53.47058200000001
56,男性,165.8,60.477208000000005
77,男性,167.7,61.87123799999999
77,女性,154.2,52.31080799999999
71,男性,173.9,66.530662
35,男性,169.4,63.131992000000004
38,女性,158.2,55.05992799999999
45,男性,166.8,61.208928000000014
23,男性,174.0,66.6072
54,女性,157.0,54.2278
50,女性,155.5,53.19655
70,女性,159.7,56.108998
26,男性,173.8,66.45416800000001
45,男性,170.8,64.17980800000001
53,男性,172.9,65.767702
37,女性,160.8,56.88460800000001
72,男性,171.0,64.3302
60,女性,154.9,52.78682200000001
26,女性,159.3,55.82827800000001
20,男性,169.2,62.983008
67,男性,168.9,62.75986200000001
78,男性,172.2,65.236248
32,男性,166.1,60.696262
55,女性,159.3,55.82827800000001
33,男性,169.3,63.05747800000002
39,男性,168.1,62.16674199999999
42,男性,172.3,65.31203800000002
35,女性,159.1,55.688182
65,女性,156.3,53.745318000000005
37,男性,170.7,64.10467799999999
73,女性,155.8,53.40200800000001
44,男性,166.9,61.28234200000001
45,女性,160.8,56.88460800000001
44,男性,173.1,65.91994199999999
27,男性,169.1,62.908581999999996
32,女性,156.6,53.951831999999996
35,男性,173.9,66.530662
69,男性,167.9,62.018902000000004
33,女性,154.1,52.242982
74,男性,168.4,62.38883200000001
59,男性,167.3,61.57643800000001
80,男性,167.2,61.502848
38,女性,157.9,54.851302000000004
49,女性,157.1,54.296902
69,男性,172.7,65.61563799999999
57,女性,155.0,52.855
73,女性,155.9,53.47058200000001
58,男性,165.8,60.477208000000005
47,女性,154.8,52.718688000000014
65,女性,156.7,54.020757999999994
61,男性,170.7,64.10467799999999
56,男性,172.3,65.31203800000002
80,女性,160.3,56.53139800000001
77,女性,160.2,56.46088799999999
75,男性,168.9,62.75986200000001
46,女性,157.6,54.643072
29,女性,155.5,53.19655
62,男性,169.2,62.983008
75,男性,168.9,62.75986200000001
73,男性,169.8,63.43048800000001
54,女性,156.6,53.951831999999996
51,女性,157.1,54.296902
41,女性,156.7,54.020757999999994
73,女性,157.3,54.43523800000001
39,女性,157.5,54.57375
38,女性,156.4,53.81411200000001
48,男性,171.5,64.70695
39,男性,167.8,61.94504800000001
80,男性,167.3,61.57643800000001
19,女性,157.6,54.643072
43,男性,173.8,66.45416800000001
79,男性,167.4,61.65007200000001
72,女性,157.2,54.366048
60,男性,165.8,60.477208000000005
72,女性,155.4,53.128152
21,女性,158.6,55.338712
60,女性,160.8,56.88460800000001
38,女性,155.9,53.47058200000001
18,男性,166.5,60.98895
25,女性,160.1,56.390421999999994
80,男性,172.7,65.61563799999999
18,男性,170.2,63.72968799999999
79,男性,169.6,63.281152
49,男性,173.4,66.148632
66,女性,156.3,53.745318000000005
38,男性,174.2,66.760408
60,女性,157.2,54.366048
43,女性,156.2,53.676567999999996
69,女性,156.8,54.089728000000015
39,女性,160.4,56.601952000000004
68,男性,171.9,65.009142
67,男性,165.6,60.331391999999994
50,男性,173.3,66.07235800000001
71,女性,161.0,57.0262
48,女性,160.2,56.46088799999999
73,女性,157.6,54.643072
20,男性,173.2,65.99612799999998
76,女性,156.7,54.020757999999994
65,男性,166.3,60.842518000000005
79,女性,160.3,56.53139800000001
70,女性,157.2,54.366048
47,女性,155.2,52.99148799999999
20,女性,155.4,53.128152
38,女性,154.6,52.582552
71,女性,159.6,56.038752
75,女性,157.5,54.57375
48,男性,167.5,61.72375
55,男性,172.4,65.38787200000002
55,男性,167.0,61.3558
45,男性,173.9,66.530662
59,男性,170.6,64.029592
64,男性,172.6,65.539672
57,男性,171.6,64.782432
77,女性,157.3,54.43523800000001
69,男性,169.7,63.355798
43,女性,154.8,52.718688000000014
64,男性,167.7,61.87123799999999
39,女性,157.4,54.50447200000001
34,男性,167.1,61.429302
73,女性,157.6,54.643072
79,女性,158.1,54.99034199999999
51,男性,172.3,65.31203800000002
28,女性,156.1,53.607862
78,女性,160.7,56.81387799999999
30,女性,154.0,52.1752
40,女性,154.6,52.582552
30,女性,160.2,56.46088799999999
60,女性,160.6,56.74319199999999
69,女性,156.8,54.089728000000015
23,女性,157.9,54.851302000000004
40,女性,159.6,56.038752
19,男性,165.5,60.25855
21,男性,167.1,61.429302
68,女性,155.4,53.128152
72,女性,159.8,56.179288000000014
55,男性,172.1,65.16050200000001
31,女性,158.6,55.338712
59,男性,171.6,64.782432
50,男性,170.0,63.58
80,男性,174.5,66.99055
45,男性,168.9,62.75986200000001
55,男性,170.0,63.58
48,女性,157.8,54.78184800000001
52,男性,169.5,63.20655
27,男性,165.1,59.967622
44,男性,165.9,60.55018200000001
23,男性,171.1,64.405462
22,男性,172.8,65.69164800000001
55,男性,169.8,63.43048800000001
47,女性,156.4,53.81411200000001
39,男性,165.9,60.55018200000001
60,男性,170.5,63.95455
29,男性,167.1,61.429302
53,男性,173.9,66.530662
68,女性,154.1,52.242982
26,男性,171.7,64.857958
55,男性,174.2,66.760408
61,男性,166.8,61.208928000000014
58,女性,154.3,52.378678000000015
68,女性,157.7,54.71243799999999
29,男性,172.8,65.69164800000001
66,女性,160.6,56.74319199999999
64,女性,156.9,54.158742000000004
51,女性,158.1,54.99034199999999
32,女性,156.1,53.607862
62,女性,157.1,54.296902
30,女性,158.9,55.54826200000001
40,女性,156.4,53.81411200000001
36,女性,155.4,53.128152
32,女性,154.0,52.1752
67,女性,155.9,53.47058200000001
52,男性,169.9,63.50522200000001
31,男性,168.6,62.537112
29,女性,155.4,53.128152
67,女性,160.4,56.601952000000004
46,女性,156.2,53.676567999999996
37,女性,159.7,56.108998
66,男性,173.7,66.37771799999999
42,女性,154.1,52.242982
35,男性,171.9,65.009142
50,女性,155.7,53.33347799999999
46,女性,160.9,56.95538200000001
53,女性,155.6,53.26499199999999
44,女性,154.3,52.378678000000015
25,男性,168.6,62.537112
60,男性,170.3,63.80459800000001
26,男性,171.7,64.857958
28,男性,166.3,60.842518000000005
21,女性,156.2,53.676567999999996
46,男性,167.1,61.429302
32,女性,160.3,56.53139800000001
74,女性,160.1,56.390421999999994
59,男性,166.9,61.28234200000001
21,女性,157.0,54.2278
44,男性,166.5,60.98895
34,男性,166.5,60.98895
50,男性,173.7,66.37771799999999
68,女性,156.3,53.745318000000005
70,女性,157.4,54.50447200000001
24,女性,160.7,56.81387799999999
80,女性,157.5,54.57375
33,女性,157.4,54.50447200000001
24,男性,169.3,63.05747800000002
23,女性,159.9,56.24962200000001
18,女性,159.4,55.898392
58,男性,170.0,63.58
69,女性,160.6,56.74319199999999
54,男性,166.4,60.91571200000001
30,男性,165.0,59.895
56,女性,160.2,56.46088799999999
51,女性,156.1,53.607862
27,女性,155.3,53.05979800000001
78,女性,159.6,56.038752
25,男性,168.6,62.537112
45,男性,174.6,67.06735199999999
48,女性,159.6,56.038752
33,女性,158.7,55.408517999999994
63,男性,174.7,67.144198
50,女性,155.5,53.19655
46,女性,160.4,56.601952000000004
31,女性,154.0,52.1752
45,男性,165.4,60.185752
68,女性,158.9,55.54826200000001
51,女性,157.3,54.43523800000001
30,女性,159.8,56.179288000000014
72,男性,173.0,65.8438
28,女性,157.6,54.643072
30,女性,157.1,54.296902
60,男性,166.8,61.208928000000014
39,男性,170.1,63.654821999999996
60,女性,159.2,55.758207999999996
66,男性,166.3,60.842518000000005
21,女性,155.5,53.19655
57,男性,174.3,66.83707800000002
69,男性,169.9,63.50522200000001
72,男性,166.8,61.208928000000014
43,男性,166.1,60.696262
28,女性,157.5,54.57375
54,男性,166.6,61.062231999999995
65,女性,159.4,55.898392
34,男性,167.2,61.502848
54,女性,160.5,56.67255
28,女性,159.1,55.688182
24,女性,156.0,53.5392
56,男性,171.6,64.782432
37,女性,154.4,52.446592
45,男性,166.6,61.062231999999995
30,男性,165.8,60.477208000000005
42,女性,160.7,56.81387799999999
56,男性,173.9,66.530662
46,女性,154.5,52.51455
73,男性,169.6,63.281152
48,女性,158.5,55.26895
31,男性,171.5,64.70695
80,女性,158.5,55.26895
73,男性,171.4,64.63151200000001
74,女性,156.8,54.089728000000015
47,男性,167.5,61.72375
45,女性,155.1,52.923221999999996
20,女性,154.8,52.718688000000014
63,女性,155.7,53.33347799999999
29,男性,173.8,66.45416800000001
56,女性,158.8,55.478368
30,女性,157.8,54.78184800000001
47,男性,170.1,63.654821999999996
40,女性,160.1,56.390421999999994
23,男性,166.6,61.062231999999995
67,男性,170.2,63.72968799999999
36,女性,156.5,53.88295
35,女性,156.3,53.745318000000005
42,女性,160.1,56.390421999999994
55,女性,157.0,54.2278
68,女性,160.4,56.601952000000004
77,女性,159.2,55.758207999999996
34,男性,170.2,63.72968799999999
38,男性,170.5,63.95455
40,女性,158.3,55.12955800000001
72,女性,157.2,54.366048
46,女性,158.4,55.19923200000001
36,男性,173.8,66.45416800000001
76,男性,167.6,61.797472
47,男性,174.5,66.99055
38,男性,168.6,62.537112
61,男性,165.5,60.25855
76,女性,156.7,54.020757999999994
53,男性,165.8,60.477208000000005
30,女性,161.0,57.0262
48,男性,174.1,66.683782
26,女性,158.5,55.26895
24,男性,172.2,65.236248
63,男性,174.3,66.83707800000002
45,女性,155.4,53.128152
64,男性,167.2,61.502848
71,男性,165.1,59.967622
25,女性,157.2,54.366048
41,女性,160.6,56.74319199999999
51,男性,168.5,62.46295
46,女性,155.3,53.05979800000001
80,男性,174.7,67.144198
35,男性,170.2,63.72968799999999
43,女性,158.8,55.478368
20,女性,160.4,56.601952000000004
51,男性,169.6,63.281152
48,男性,165.4,60.185752
58,女性,160.7,56.81387799999999
74,女性,156.4,53.81411200000001
32,女性,157.5,54.57375
43,女性,158.4,55.19923200000001
39,男性,171.2,64.480768
23,男性,170.6,64.029592
69,女性,158.3,55.12955800000001
34,女性,159.8,56.179288000000014
62,男性,170.4,63.879552000000004
55,女性,157.5,54.57375
78,男性,174.4,66.913792
79,男性,168.5,62.46295
53,女性,160.6,56.74319199999999
48,男性,168.7,62.61131799999999
44,女性,154.4,52.446592
55,女性,159.6,56.038752
38,男性,172.7,65.61563799999999
73,男性,172.4,65.38787200000002
63,男性,165.3,60.11299800000001
22,男性,174.1,66.683782
66,女性,156.4,53.81411200000001
73,男性,165.2,60.04028799999999
72,女性,155.6,53.26499199999999
40,男性,170.8,64.17980800000001
52,女性,158.1,54.99034199999999
40,女性,159.2,55.758207999999996
44,男性,169.9,63.50522200000001
48,女性,158.9,55.54826200000001
67,男性,171.4,64.63151200000001
55,男性,170.1,63.654821999999996
68,女性,160.5,56.67255
31,男性,172.0,65.0848
67,女性,156.5,53.88295
56,男性,172.3,65.31203800000002
39,男性,172.9,65.767702
51,男性,170.0,63.58
69,男性,170.4,63.879552000000004
38,女性,157.0,54.2278
54,男性,171.0,64.3302
46,女性,154.3,52.378678000000015
74,女性,158.0,54.9208
26,男性,172.0,65.0848
52,女性,155.3,53.05979800000001
48,女性,161.0,57.0262
21,男性,166.3,60.842518000000005
70,男性,165.0,59.895
64,女性,159.2,55.758207999999996
73,女性,155.6,53.26499199999999
71,男性,171.6,64.782432
50,男性,168.5,62.46295
79,女性,160.6,56.74319199999999
49,女性,155.1,52.923221999999996
18,男性,172.3,65.31203800000002
69,女性,154.7,52.650597999999995
53,女性,159.1,55.688182
28,女性,158.3,55.12955800000001
51,男性,173.8,66.45416800000001
77,女性,160.2,56.46088799999999
37,男性,168.1,62.16674199999999
38,女性,154.3,52.378678000000015
56,男性,166.3,60.842518000000005
30,女性,159.8,56.179288000000014
35,男性,171.9,65.009142
49,男性,174.1,66.683782
78,女性,159.1,55.688182
61,男性,169.2,62.983008
40,女性,158.1,54.99034199999999
64,女性,160.9,56.95538200000001
58,女性,154.6,52.582552
62,女性,156.3,53.745318000000005
24,男性,172.5,65.46375
46,女性,155.3,53.05979800000001
27,男性,167.0,61.3558
57,男性,171.2,64.480768
38,女性,155.7,53.33347799999999
79,男性,173.0,65.8438
63,女性,160.0,56.32
53,女性,159.2,55.758207999999996
21,女性,154.1,52.242982
55,男性,172.8,65.69164800000001
61,男性,167.0,61.3558
18,女性,159.2,55.758207999999996
23,女性,159.0,55.6182
35,女性,160.1,56.390421999999994
25,女性,159.5,55.96855
59,男性,170.4,63.879552000000004
49,男性,169.1,62.908581999999996
33,女性,156.4,53.81411200000001
35,男性,173.3,66.07235800000001
21,男性,174.2,66.760408
34,男性,172.8,65.69164800000001
32,男性,173.4,66.148632
41,女性,156.3,53.745318000000005
65,女性,156.8,54.089728000000015
67,女性,159.8,56.179288000000014
59,男性,172.1,65.16050200000001
23,男性,173.7,66.37771799999999
69,女性,160.6,56.74319199999999
42,女性,158.0,54.9208
59,女性,159.2,55.758207999999996
20,女性,155.7,53.33347799999999
57,女性,156.8,54.089728000000015
44,男性,166.9,61.28234200000001
70,女性,159.2,55.758207999999996
39,女性,157.9,54.851302000000004
34,男性,169.9,63.50522200000001
40,女性,154.9,52.78682200000001
35,女性,157.9,54.851302000000004
57,男性,170.8,64.17980800000001
53,男性,174.6,67.06735199999999
61,女性,158.2,55.05992799999999
58,男性,165.1,59.967622
71,男性,173.9,66.530662
27,女性,157.9,54.851302000000004
52,女性,160.9,56.95538200000001
24,男性,173.0,65.8438
62,男性,172.1,65.16050200000001
41,男性,166.6,61.062231999999995
31,男性,171.4,64.63151200000001
67,女性,159.0,55.6182
36,男性,172.2,65.236248
34,男性,173.9,66.530662
64,男性,174.5,66.99055
53,男性,169.5,63.20655
53,男性,170.6,64.029592
47,女性,159.2,55.758207999999996
32,女性,157.6,54.643072
26,男性,165.6,60.331391999999994
60,男性,172.9,65.767702
74,男性,166.9,61.28234200000001
51,男性,168.1,62.16674199999999
26,男性,167.1,61.429302
78,女性,158.9,55.54826200000001
69,男性,167.3,61.57643800000001
45,男性,170.2,63.72968799999999
58,男性,171.9,65.009142
28,男性,174.1,66.683782
64,男性,173.0,65.8438
56,女性,156.1,53.607862
19,女性,154.7,52.650597999999995
43,男性,168.2,62.24072799999999
43,男性,170.3,63.80459800000001
80,女性,156.1,53.607862
18,男性,174.9,67.298022
36,男性,173.2,65.99612799999998
34,男性,170.5,63.95455
46,女性,160.3,56.53139800000001
25,女性,154.9,52.78682200000001
40,男性,167.9,62.018902000000004
51,男性,173.0,65.8438
45,女性,158.9,55.54826200000001
59,男性,173.9,66.530662
79,男性,168.4,62.38883200000001
41,女性,156.6,53.951831999999996
57,男性,169.5,63.20655
21,女性,157.4,54.50447200000001
43,女性,160.7,56.81387799999999
22,女性,154.3,52.378678000000015
56,男性,169.5,63.20655
62,女性,160.3,56.53139800000001
73,女性,155.5,53.19655
36,女性,159.9,56.24962200000001
19,男性,169.0,62.8342
20,男性,166.7,61.135557999999996
40,男性,174.1,66.683782
70,女性,159.7,56.108998
67,女性,154.8,52.718688000000014
37,女性,160.7,56.81387799999999
57,女性,159.4,55.898392
35,男性,166.9,61.28234200000001
37,女性,155.9,53.47058200000001
46,男性,167.9,62.018902000000004
71,女性,159.4,55.898392
78,女性,160.2,56.46088799999999
22,男性,168.8,62.685568
33,男性,170.9,64.25498200000001
57,男性,165.8,60.477208000000005
69,男性,165.9,60.55018200000001
71,男性,171.0,64.3302
70,女性,159.4,55.898392
26,女性,159.5,55.96855
42,男性,173.9,66.530662
60,女性,160.6,56.74319199999999
80,男性,171.8,64.93352800000001
24,男性,174.4,66.913792
52,女性,155.2,52.99148799999999
58,男性,171.1,64.405462
61,男性,173.1,65.91994199999999
66,男性,167.2,61.502848
58,男性,172.2,65.236248
50,男性,172.0,65.0848
38,男性,169.3,63.05747800000002
19,男性,165.9,60.55018200000001
80,男性,168.0,62.0928
32,男性,171.3,64.55611800000001
32,女性,159.9,56.24962200000001
55,女性,155.5,53.19655
46,女性,158.7,55.408517999999994
68,男性,172.0,65.0848
60,女性,160.1,56.390421999999994
22,女性,155.6,53.26499199999999
69,男性,167.7,61.87123799999999
61,男性,166.1,60.696262
25,女性,156.8,54.089728000000015
38,女性,156.8,54.089728000000015
70,女性,158.5,55.26895
49,女性,160.1,56.390421999999994
31,男性,169.5,63.20655
64,男性,166.1,60.696262
33,男性,166.3,60.842518000000005
36,男性,172.1,65.16050200000001
23,男性,169.6,63.281152
45,女性,155.8,53.40200800000001
57,男性,165.4,60.185752
60,女性,159.8,56.179288000000014
21,女性,160.3,56.53139800000001
70,女性,159.7,56.108998
62,女性,154.5,52.51455
53,男性,169.0,62.8342
40,女性,159.6,56.038752
19,女性,156.8,54.089728000000015
24,男性,171.3,64.55611800000001
68,男性,169.9,63.50522200000001
34,男性,166.2,60.76936799999999
74,女性,156.9,54.158742000000004
80,男性,170.8,64.17980800000001
54,女性,157.9,54.851302000000004
54,男性,174.2,66.760408
58,女性,160.9,56.95538200000001
56,男性,171.4,64.63151200000001
26,男性,166.4,60.91571200000001
80,女性,159.7,56.108998
36,女性,155.4,53.128152
61,女性,155.1,52.923221999999996
44,男性,167.9,62.018902000000004
54,男性,170.0,63.58
73,女性,158.1,54.99034199999999
49,男性,170.0,63.58
74,女性,160.5,56.67255
30,男性,172.3,65.31203800000002
57,男性,168.1,62.16674199999999
28,女性,159.4,55.898392
51,女性,160.9,56.95538200000001
64,女性,158.8,55.478368
25,女性,156.9,54.158742000000004
62,男性,173.5,66.22495
21,女性,155.4,53.128152
29,女性,154.6,52.582552
33,男性,165.7,60.40427799999999
47,男性,172.0,65.0848
58,男性,165.4,60.185752
46,女性,154.9,52.78682200000001
46,女性,159.7,56.108998
57,男性,173.0,65.8438
38,女性,155.8,53.40200800000001
80,女性,154.9,52.78682200000001
45,男性,169.0,62.8342
79,男性,165.1,59.967622
68,女性,155.4,53.128152
55,女性,154.8,52.718688000000014
64,女性,158.0,54.9208
40,男性,173.3,66.07235800000001
42,女性,156.8,54.089728000000015
19,男性,172.6,65.539672
23,女性,159.0,55.6182
22,男性,168.1,62.16674199999999
35,男性,167.3,61.57643800000001
36,男性,170.4,63.879552000000004
65,男性,173.8,66.45416800000001
28,女性,160.2,56.46088799999999
20,男性,168.4,62.38883200000001
61,女性,155.3,53.05979800000001
77,男性,171.2,64.480768
36,男性,170.8,64.17980800000001
80,男性,170.3,63.80459800000001
65,男性,171.7,64.857958
28,男性,168.5,62.46295
54,男性,165.8,60.477208000000005
55,女性,157.5,54.57375
21,女性,157.1,54.296902
31,女性,155.9,53.47058200000001
35,女性,155.3,53.05979800000001
37,男性,173.1,65.91994199999999
53,女性,156.7,54.020757999999994
58,女性,156.9,54.158742000000004
40,女性,160.1,56.390421999999994
47,女性,158.6,55.338712
60,女性,157.6,54.643072
30,男性,168.6,62.537112
76,女性,154.7,52.650597999999995
77,女性,158.3,55.12955800000001
56,女性,157.2,54.366048
59,男性,165.2,60.04028799999999
64,男性,173.1,65.91994199999999
62,女性,156.9,54.158742000000004
21,男性,174.3,66.83707800000002
77,女性,157.5,54.57375
20,女性,160.0,56.32
32,女性,155.3,53.05979800000001
72,女性,160.5,56.67255
64,女性,160.9,56.95538200000001
61,男性,172.4,65.38787200000002
18,男性,172.5,65.46375
79,男性,169.6,63.281152
18,男性,167.4,61.65007200000001
67,男性,165.1,59.967622
24,女性,154.7,52.650597999999995
36,男性,174.3,66.83707800000002
44,男性,173.0,65.8438
25,女性,160.1,56.390421999999994
55,男性,170.0,63.58
55,女性,158.5,55.26895
32,男性,170.5,63.95455
36,男性,170.1,63.654821999999996
50,男性,168.0,62.0928
46,男性,171.2,64.480768
32,男性,166.8,61.208928000000014
33,男性,174.5,66.99055
32,女性,160.4,56.601952000000004
65,男性,167.1,61.429302
45,男性,170.2,63.72968799999999
20,男性,167.6,61.797472
45,女性,157.2,54.366048
40,女性,155.2,52.99148799999999
20,女性,160.7,56.81387799999999
60,女性,156.3,53.745318000000005
54,女性,155.4,53.128152
72,女性,160.0,56.32
28,女性,157.1,54.296902
18,女性,156.4,53.81411200000001
65,男性,173.9,66.530662
59,男性,169.9,63.50522200000001
34,女性,155.3,53.05979800000001
26,男性,171.8,64.93352800000001
49,女性,160.2,56.46088799999999
27,女性,157.3,54.43523800000001
67,男性,171.1,64.405462
61,男性,166.3,60.842518000000005
55,女性,156.5,53.88295
32,男性,168.2,62.24072799999999
22,男性,165.4,60.185752
65,男性,167.1,61.429302
34,男性,171.3,64.55611800000001
40,女性,160.9,56.95538200000001
39,男性,172.7,65.61563799999999
65,女性,158.4,55.19923200000001
56,男性,167.2,61.502848
44,女性,154.9,52.78682200000001
36,男性,166.8,61.208928000000014
65,女性,159.5,55.96855
80,女性,158.7,55.408517999999994
34,男性,168.6,62.537112
50,女性,156.1,53.607862
61,女性,160.8,56.88460800000001
52,男性,166.6,61.062231999999995
77,男性,173.8,66.45416800000001
55,女性,154.6,52.582552
24,男性,171.0,64.3302
45,女性,157.2,54.366048
24,男性,174.0,66.6072
56,男性,169.4,63.131992000000004
77,男性,167.1,61.429302
28,女性,158.0,54.9208
26,男性,173.5,66.22495
67,男性,165.9,60.55018200000001
55,男性,168.5,62.46295
62,男性,170.9,64.25498200000001
65,女性,157.6,54.643072
79,男性,165.7,60.40427799999999
26,男性,172.4,65.38787200000002
67,女性,160.2,56.46088799999999
60,女性,160.8,56.88460800000001
52,男性,173.7,66.37771799999999
47,男性,173.2,65.99612799999998
57,男性,167.9,62.018902000000004
73,男性,167.3,61.57643800000001
37,男性,174.4,66.913792
30,男性,170.3,63.80459800000001
74,男性,167.0,61.3558
40,女性,158.8,55.478368
32,男性,173.4,66.148632
21,女性,159.0,55.6182
65,女性,158.0,54.9208
45,男性,168.7,62.61131799999999
69,女性,154.6,52.582552
25,女性,157.7,54.71243799999999
47,女性,159.8,56.179288000000014
40,女性,158.4,55.19923200000001
77,男性,173.7,66.37771799999999
30,男性,166.4,60.91571200000001
54,女性,159.9,56.24962200000001
80,男性,168.6,62.537112
40,男性,169.9,63.50522200000001
29,女性,155.9,53.47058200000001
75,男性,166.4,60.91571200000001
57,女性,155.3,53.05979800000001
31,女性,160.1,56.390421999999994
22,男性,167.1,61.429302
67,男性,167.7,61.87123799999999
58,女性,160.0,56.32
59,男性,169.0,62.8342
47,男性,172.5,65.46375
75,女性,158.2,55.05992799999999
66,女性,159.7,56.108998
71,女性,155.8,53.40200800000001
47,男性,166.7,61.135557999999996
45,男性,167.9,62.018902000000004
55,男性,166.0,60.6232
75,女性,154.0,52.1752
45,男性,169.1,62.908581999999996
37,男性,173.0,65.8438
41,女性,155.5,53.19655
62,男性,167.8,61.94504800000001
36,男性,165.0,59.895
66,男性,169.5,63.20655
